기준년월,지역코드,통합시군구코드,지원센터코드,식품여부,기부물품대분류코드,기부물품중분류코드,이용자수,제공건수,제공금액
201701,부산,03000001,S02601,Y,스포츠용품,조미료,15,1196,10107412.9
201701,부산,03000001,S02601,Y,스포츠용품,유제품,8,81,5327060.24
201701,부산,03000001,S02601,Y,스포츠용품,축산가공식품,7,11,212600
201701,부산,03000001,S02601,Y,스포츠용품,수산가공식품,9,41,321981
201701,부산,03000001,S02601,Y,스포츠용품,대용식기타,15,709,4807454.03
201701,부산,03000001,S02601,Y,스포츠용품,통조림/병,14,106,889833.25
201701,부산,03000001,S02601,Y,스포츠용품,냉동식품,9,38,705197
201701,부산,03000001,S02601,Y,스포츠용품,절임/발효식품,6,9,41764
201701,부산,03000001,S02601,Y,스포츠용품,분말류,15,670,5607777.22
201701,부산,03000001,S02601,Y,스포츠용품,즉석/편의식품,15,765,6374325.9
201701,부산,03000001,S02601,Y,스포츠용품,건강식품,7,10,221200
201701,부산,03000001,S02601,Y,스포츠용품,과자류,15,145,9540463.93
201701,부산,03000001,S02601,Y,스포츠용품,음료류,12,32,159396.54
201701,부산,03000001,S02601,Y,스포츠용품,기타가공식품,13,59,2373705.1
201701,부산,03000001,S02601,Y,신선식품,농산물,7,20,358962
201701,부산,03000001,S02601,Y,신선식품,축산물,6,9,73274
201701,부산,03000001,S02601,Y,신선식품,기타신선식품,12,15,2867109.2
201701,부산,03000002,S02701,Y,스포츠용품,급식류,1,1,190080
201701,부산,03000002,S02701,Y,신선식품,수산물,22,22,7124000
201701,부산,03000002,S02701,Y,스포츠용품,기타가공식품,9,22,9201045.25
201701,부산,03000002,S02701,Y,스포츠용품,대용식(빵),17,23,8743299.45
201701,부산,03000002,S02701,Y,스포츠용품,과자류,33,46,17214925.64
201701,부산,03000003,S02801,Y,스포츠용품,대용식(빵),374,1362,13285611.22
201701,부산,03000004,S02901,Y,스포츠용품,즉석/편의식품,4,4,400000
201701,부산,03000004,S02901,Y,신선식품,농산물,88,88,1260000
201701,부산,03000004,S02901,Y,스포츠용품,기타가공식품,20,20,46107.98
201701,부산,03000004,S02901,Y,스포츠용품,대용식(빵),1237,3244,4403633.06
201701,부산,03000005,S03001,Y,스포츠용품,대용식(빵),14,16,11633154.78
201701,부산,03000006,S03101,Y,스포츠용품,즉석/편의식품,1,3,140999.83
201701,부산,03000006,S03101,Y,신선식품,기타신선식품,7,7,93325.8
201701,부산,03000006,S03101,Y,스포츠용품,기타가공식품,19,40,6763554.27
201701,부산,03000006,S03101,Y,스포츠용품,대용식(빵),14,160,10734401.84
201701,부산,03000006,S03101,Y,스포츠용품,과자류,5,6,4230000
201701,부산,03000007,S03201,Y,스포츠용품,대용식(빵),115,226,10531449.65
201701,부산,03000007,S03201,N,일상용품,기타일상용품,1,1,231599.94
201701,부산,03000007,S03201,Y,신선식품,농산물,1,1,200000
201701,부산,03000007,S03201,Y,스포츠용품,기타가공식품,4,4,856826.96
201701,부산,03000007,S03201,Y,스포츠용품,음료류,19,19,200649.6
201701,부산,03000008,S03301,Y,스포츠용품,조미료,1,1,8340
201701,부산,03000008,S03301,N,일상용품,기타일상용품,3,3,880000
201701,부산,03000008,S03301,Y,신선식품,농산물,186,532,2136933.16
201701,부산,03000008,S03301,Y,스포츠용품,기타가공식품,2,2,349447.76
201701,부산,03000008,S03301,Y,스포츠용품,대용식(빵),281,3508,17738180.97
201701,부산,03000008,S03301,Y,스포츠용품,냉동식품,6,6,392992
201701,부산,03000009,S03401,Y,스포츠용품,대용식(빵),141,1213,27650180.4
201701,부산,03000010,S03501,Y,신선식품,수산물,4,5,3654800
201701,부산,03000010,S03501,Y,신선식품,농산물,12,16,1948810.19
201701,부산,03000010,S03501,Y,스포츠용품,대용식(빵),33,171,17632990.22
201701,부산,03000010,S03501,Y,스포츠용품,즉석/편의식품,29,34,10900000
201701,부산,03000011,S03601,Y,스포츠용품,음료류,10,10,200649.6
201701,부산,03000011,S03601,Y,스포츠용품,가공식품세트류,32,41,395036.08
201701,부산,03000011,S03601,N,일상용품,기타일상용품,2,2,1073700.25
201701,부산,03000011,S03601,Y,신선식품,기타신선식품,1,1,286199.12
201701,부산,03000011,S03601,Y,스포츠용품,기타가공식품,3,3,3957999.75
201701,부산,03000011,S03601,Y,스포츠용품,대용식(빵),42,333,11678564.27
201701,부산,03000012,S03701,Y,스포츠용품,냉동식품,11,11,60000
201701,부산,03000012,S03701,Y,스포츠용품,대용식(빵),183,1855,10142658.18
201701,부산,03000012,S03701,Y,스포츠용품,기타가공식품,42,42,1036000
201701,부산,03000012,S03701,Y,신선식품,농산물,29,29,756000
201701,부산,03000012,S03701,Y,스포츠용품,유제품,11,11,56000
201701,부산,03000012,S03701,Y,스포츠용품,조미료,1,1,12000
201701,부산,03000012,S03701,Y,스포츠용품,과자류,85,85,784080
201701,부산,03000012,S03701,Y,스포츠용품,즉석/편의식품,1,1,36000
201701,부산,03000012,S03701,Y,스포츠용품,분말류,44,44,1607800.36
201701,부산,03000012,S03701,Y,스포츠용품,음료류,57,253,4509500
201701,부산,03000013,S03801,Y,스포츠용품,기타가공식품,28,61,8206952.81
201701,부산,03000013,S03801,N,일상용품,일용잡화,3,3,247199.76
201701,부산,03000013,S03801,Y,스포츠용품,음료류,28,56,740206.42
201701,부산,03000013,S03801,Y,스포츠용품,대용식(빵),17,56,14469696.91
201701,부산,03000014,S03901,Y,스포츠용품,음료류,8,8,746400
201701,부산,03000014,S03901,Y,신선식품,농산물,10,11,571369.9
201701,부산,03000014,S03901,Y,스포츠용품,대용식(빵),170,707,13349594.9
201701,부산,03000100,S04101,Y,스포츠용품,대용식(빵),36,36,650500.19
201701,부산,03000004,S38501,Y,스포츠용품,기타가공식품,14,35,20622520.93
201701,부산,03000004,S38501,Y,스포츠용품,음료류,14,14,1036334.96
201701,부산,03000006,S40001,Y,스포츠용품,기타가공식품,413,539,3408590.74
201701,부산,03000006,S40001,Y,스포츠용품,대용식(빵),2,8,2910500.12
201701,부산,03000006,S40001,Y,스포츠용품,음료류,16,16,85280
201701,부산,03000006,S40001,Y,스포츠용품,건강식품,23,23,4565000
201701,부산,03000006,S40001,Y,스포츠용품,분말류,33,33,59800
201701,부산,03000006,S40001,Y,스포츠용품,통조림/병,20,20,46320.12
201701,부산,03000006,S40001,Y,스포츠용품,대용식기타,144,160,733150
201701,부산,03000006,S40001,Y,스포츠용품,축산가공식품,11,11,62089.2
201701,부산,03000006,S40001,Y,스포츠용품,조미료,105,113,584400
201701,부산,03000006,S40001,N,의류/패션잡화,신발,38,38,4692000
201701,부산,03000006,S40001,N,의류/패션잡화,패션잡화,7,7,81900
201701,부산,03000006,S40001,N,가정용품,생활용품,160,160,286793.72
201701,부산,03000006,S40001,N,가정용품,세탁용품,21,21,415800
201701,부산,03000006,S40001,N,일상용품,위생용품,23,23,73700
201701,부산,03000006,S40001,N,일상용품,화장품,4,4,4903.72
201701,부산,03000006,S40001,Y,신선식품,농산물,40,52,329600
201701,부산,03000008,S40101,Y,스포츠용품,기타가공식품,451,466,11839102.66
201701,부산,03000008,S40101,N,일상용품,위생용품,1,1,10000
201701,부산,03000008,S40101,N,일상용품,화장품,10,10,101752.19
201701,부산,03000008,S40101,N,가정용품,주방용품,1,1,2000
201701,부산,03000008,S40101,N,가정용품,청소/욕실용품,2,2,4000
201701,부산,03000008,S40101,N,가정용품,생활용품,10,11,62523.65
201701,부산,03000008,S40101,Y,스포츠용품,조미료,2,2,26440
201701,부산,03000008,S40101,Y,스포츠용품,대용식기타,1,1,655
201701,부산,03000008,S40101,Y,스포츠용품,통조림/병,1,2,13000
201701,부산,03000008,S40101,Y,스포츠용품,냉동식품,3,3,17360
201701,부산,03000008,S40101,Y,스포츠용품,분말류,1,1,20760
201701,부산,03000008,S40101,Y,스포츠용품,과자류,1,2,2514.98
201701,부산,03000008,S40101,Y,스포츠용품,음료류,4,4,6452.8
201701,부산,03000009,S40201,Y,스포츠용품,통조림/병,100,105,844660
201701,부산,03000009,S40201,Y,스포츠용품,대용식기타,155,179,673307.14
201701,부산,03000009,S40201,Y,스포츠용품,분말류,1,1,5800
201701,부산,03000009,S40201,Y,스포츠용품,즉석/편의식품,181,203,2458323.43
201701,부산,03000009,S40201,Y,스포츠용품,건강식품,102,106,868900
201701,부산,03000009,S40201,Y,스포츠용품,과자류,41,41,1732182.5
201701,부산,03000009,S40201,Y,스포츠용품,음료류,6,6,32083.37
201701,부산,03000009,S40201,Y,스포츠용품,대용식(빵),7,117,9403898.68
201701,부산,03000009,S40201,Y,스포츠용품,기타가공식품,431,792,15310965.74
201701,부산,03000009,S40201,Y,신선식품,농산물,412,467,10777500
201701,부산,03000009,S40201,Y,스포츠용품,수산가공식품,3,3,5833.31
201701,부산,03000009,S40201,Y,스포츠용품,축산가공식품,2,2,69808
201701,부산,03000009,S40201,Y,스포츠용품,조미료,144,153,421410
201701,부산,03000009,S40201,N,의류/패션잡화,패션잡화,21,21,144900
201701,부산,03000009,S40201,N,가정용품,생활용품,26,26,1030707.48
201701,부산,03000009,S40201,Y,스포츠용품,냉동식품,17,17,53660
201701,부산,03000009,S40201,N,일상용품,기타일상용품,3,4,424739.98
201701,부산,03000009,S40201,N,일상용품,화장품,8,8,45359.41
201701,부산,03000002,S40301,N,가정용품,주방용품,177,181,1794000
201701,부산,03000002,S40301,N,의류/패션잡화,의류,1,1,15000
201701,부산,03000002,S40301,N,의약품/의료용품,의약품,10,10,80000
201701,부산,03000002,S40301,N,가정용품,생활용품,86,86,619381.12
201701,부산,03000002,S40301,N,가정용품,세탁용품,251,313,3975000
201701,부산,03000002,S40301,N,가정용품,청소/욕실용품,35,36,1290000
201701,부산,03000002,S40301,N,의류/패션잡화,신발,92,92,7925163.76
201701,부산,03000002,S40301,N,일상용품,위생용품,312,448,3755400
201701,부산,03000002,S40301,Y,신선식품,농산물,72,93,3999550.55
201701,부산,03000002,S40301,Y,스포츠용품,기타가공식품,239,323,3351910.32
201701,부산,03000002,S40301,Y,스포츠용품,대용식(빵),1,1,1757900.38
201701,부산,03000002,S40301,Y,스포츠용품,음료류,1,2,92000
201701,부산,03000002,S40301,Y,스포츠용품,과자류,50,50,156487.05
201701,부산,03000002,S40301,Y,스포츠용품,건강식품,5,5,376000
201701,부산,03000002,S40301,Y,스포츠용품,즉석/편의식품,72,72,429578.4
201701,부산,03000002,S40301,Y,스포츠용품,냉동식품,2,3,238800
201701,부산,03000002,S40301,Y,스포츠용품,통조림/병,96,97,861000
201701,부산,03000002,S40301,Y,스포츠용품,유제품,1,1,60000
201701,부산,03000002,S40301,Y,스포츠용품,축산가공식품,123,124,1228400
201701,부산,03000002,S40301,Y,스포츠용품,대용식기타,101,101,812047.62
201701,부산,03000002,S40301,Y,스포츠용품,조미료,216,243,1958400
201701,부산,03000007,S48201,N,의류/패션잡화,신발,99,99,3065121.18
201701,부산,03000007,S48201,Y,스포츠용품,대용식(빵),86,142,3305200.06
201701,부산,03000007,S48201,Y,스포츠용품,기타가공식품,292,297,5694511.86
201701,부산,03000007,S48201,Y,신선식품,농산물,85,131,1500000
201701,부산,03000007,S48201,Y,신선식품,기타신선식품,6,6,32000
201701,부산,03000007,S48201,N,가정용품,생활용품,1,1,11866.05
201701,부산,03000007,S48201,N,일상용품,기타일상용품,4,4,35000.03
201701,부산,03000007,S48201,Y,스포츠용품,즉석/편의식품,10,10,82000
201701,부산,03000007,S48201,Y,스포츠용품,절임/발효식품,57,57,2049339.24
201701,부산,03000007,S48201,Y,스포츠용품,냉동식품,84,101,1697000
201701,부산,03000007,S48201,Y,스포츠용품,대용식기타,22,23,269166.66
201701,부산,03000007,S48201,Y,스포츠용품,조미료,6,6,24000
201701,부산,03000001,S49001,Y,스포츠용품,통조림/병,58,60,189436.75
201701,부산,03000001,S49001,Y,스포츠용품,냉동식품,13,15,68910
201701,부산,03000001,S49001,Y,스포츠용품,절임/발효식품,1,1,4994
201701,부산,03000001,S49001,Y,신선식품,기타신선식품,2,2,5236
201701,부산,03000001,S49001,Y,신선식품,농산물,38,40,798140
201701,부산,03000001,S49001,Y,스포츠용품,기타가공식품,13,18,76208.35
201701,부산,03000001,S49001,Y,스포츠용품,음료류,1,1,2670
201701,부산,03000001,S49001,Y,스포츠용품,과자류,6,6,23240
201701,부산,03000001,S49001,Y,스포츠용품,즉석/편의식품,133,200,471283.31
201701,부산,03000001,S49001,Y,스포츠용품,분말류,221,231,318966.5
201701,부산,03000001,S49001,N,일상용품,위생용품,9,9,29700
201701,부산,03000001,S49001,N,가정용품,세탁용품,33,33,37800
201701,부산,03000001,S49001,N,의류/패션잡화,신발,59,59,5332000
201701,부산,03000001,S49001,Y,스포츠용품,조미료,346,699,2216283.25
201701,부산,03000001,S49001,Y,스포츠용품,수산가공식품,245,327,477616
201701,부산,03000001,S49001,Y,스포츠용품,대용식기타,346,653,1997421.75
201701,부산,03000010,S50101,Y,스포츠용품,과자류,173,180,526717.5
201701,부산,03000010,S50101,Y,스포츠용품,음료류,47,47,129000
201701,부산,03000010,S50101,Y,스포츠용품,유가공품,4,4,11880
201701,부산,03000010,S50101,Y,스포츠용품,대용식(빵),234,247,1740999.29
201701,부산,03000010,S50101,Y,스포츠용품,기타가공식품,15,15,33270
201701,부산,03000010,S50101,Y,신선식품,농산물,2,2,132500
201701,부산,03000010,S50101,Y,신선식품,기타신선식품,12,12,31680
201701,부산,03000010,S50101,N,일상용품,화장품,13,13,15937.09
201701,부산,03000010,S50101,N,가정용품,생활용품,24,24,16830.15
201701,부산,03000010,S50101,N,의류/패션잡화,의류,5,5,60000
201701,부산,03000010,S50101,N,의류/패션잡화,신발,37,37,900000
201701,부산,03000010,S50101,Y,스포츠용품,조미료,164,230,750275
201701,부산,03000010,S50101,Y,스포츠용품,유제품,5,5,75000
201701,부산,03000010,S50101,Y,스포츠용품,수산가공식품,116,116,246750
201701,부산,03000010,S50101,Y,스포츠용품,대용식기타,307,378,1117830
201701,부산,03000010,S50101,Y,스포츠용품,통조림/병,128,133,320600
201701,부산,03000010,S50101,Y,스포츠용품,냉동식품,58,59,355830
201701,부산,03000010,S50101,Y,스포츠용품,절임/발효식품,11,11,131811.98
201701,부산,03000010,S50101,Y,스포츠용품,어육/연식품류,109,110,505999.82
201701,부산,03000010,S50101,Y,스포츠용품,분말류,29,31,188050
201701,부산,03000010,S50101,Y,스포츠용품,즉석/편의식품,220,333,1148412
201701,부산,03000010,S50101,Y,스포츠용품,건강식품,36,36,376000
201701,부산,03000005,S50701,Y,스포츠용품,통조림/병,5,5,24596
201701,부산,03000005,S50701,Y,신선식품,농산물,42,44,5862000.16
201701,부산,03000005,S50701,Y,스포츠용품,기타가공식품,511,788,24124051.29
201701,부산,03000005,S50701,Y,스포츠용품,대용식(빵),32,32,18402491.1
201701,부산,03000005,S50701,Y,스포츠용품,농산물가공식품,60,63,1481400
201701,부산,03000005,S50701,Y,스포츠용품,음료류,33,33,2728594.8
201701,부산,03000005,S50701,Y,스포츠용품,과자류,138,139,18705890.28
201701,부산,03000005,S50701,Y,스포츠용품,건강식품,6,6,414000
201701,부산,03000005,S50701,Y,스포츠용품,냉동식품,11,11,246400
201701,부산,03000005,S50701,Y,신선식품,수산물,18,19,704080.94
201701,부산,03000005,S50701,Y,스포츠용품,대용식기타,111,111,1467386
201701,부산,03000005,S50701,Y,스포츠용품,수산가공식품,97,97,1230650
201701,부산,03000005,S50701,Y,스포츠용품,유제품,1,1,15000
201701,부산,03000005,S50701,Y,스포츠용품,조미료,206,213,8969552.22
201701,부산,03000005,S50701,N,의류/패션잡화,신발,2,2,50000
201701,부산,03000005,S50701,N,가정용품,생활용품,120,120,1133004.39
201701,부산,03000005,S50701,N,일상용품,기타일상용품,59,62,978421.2
201701,부산,03000005,S50701,N,일상용품,일용잡화,10,10,130007
201701,부산,03000005,S50701,N,일상용품,위생용품,20,20,388440
201701,부산,03000011,S51401,N,의류/패션잡화,신발,12,12,171000
201701,부산,03000011,S51401,Y,스포츠용품,조미료,276,360,1949012.16
201701,부산,03000011,S51401,Y,스포츠용품,수산가공식품,51,51,199160
201701,부산,03000011,S51401,Y,스포츠용품,대용식기타,252,296,1015925
201701,부산,03000011,S51401,Y,스포츠용품,통조림/병,38,38,66001.65
201701,부산,03000011,S51401,Y,스포츠용품,냉동식품,61,61,120780
201701,부산,03000011,S51401,Y,스포츠용품,절임/발효식품,4,4,434090.52
201701,부산,03000011,S51401,Y,스포츠용품,즉석/편의식품,55,57,91856
201701,부산,03000011,S51401,Y,스포츠용품,유아식품,7,7,196191.09
201701,부산,03000011,S51401,Y,스포츠용품,과자류,363,403,9450663.74
201701,부산,03000011,S51401,Y,스포츠용품,음료류,89,89,2092249.28
201701,부산,03000011,S51401,Y,스포츠용품,농산물가공식품,18,20,266640
201701,부산,03000011,S51401,Y,스포츠용품,대용식(빵),220,255,6898397.62
201701,부산,03000011,S51401,Y,스포츠용품,기타가공식품,423,483,2063988.89
201701,부산,03000011,S51401,Y,신선식품,농산물,41,41,238800
201701,부산,03000011,S51401,N,일상용품,위생용품,18,19,74232.75
201701,부산,03000011,S51401,N,일상용품,화장품,2,2,15012.39
201701,부산,03000011,S51401,N,일상용품,기타일상용품,8,8,240000
201701,부산,03000011,S51401,N,가정용품,청소/욕실용품,1,1,50000
201701,부산,03000011,S51401,N,가정용품,생활용품,95,95,140062.4
201701,부산,03000011,S51401,N,의약품/의료용품,의약품,18,18,258240
201701,부산,03000004,S51501,Y,스포츠용품,대용식기타,22,37,87213
201701,부산,03000004,S51501,Y,스포츠용품,과자류,17,51,28556
201701,부산,03000004,S51501,Y,스포츠용품,음료류,1,1,2662
201701,부산,03000004,S51501,Y,스포츠용품,기타가공식품,3,3,15581.5
201701,부산,03000004,S51501,Y,신선식품,기타신선식품,8,8,1406240
201701,부산,03000004,S51501,Y,스포츠용품,분말류,4,4,7392
201701,부산,03000004,S51501,Y,스포츠용품,절임/발효식품,7,7,130475.31
201701,부산,03000004,S51501,Y,스포츠용품,통조림/병,9,11,340935
201701,부산,03000004,S51501,Y,스포츠용품,즉석/편의식품,26,34,149897
201701,부산,03000004,S51501,Y,스포츠용품,수산가공식품,3,3,7500
201701,부산,03000004,S51501,Y,스포츠용품,축산가공식품,3,3,16800
201701,부산,03000004,S51501,Y,스포츠용품,조미료,6,16,60442
201701,부산,03000015,S51601,Y,스포츠용품,절임/발효식품,2,3,106370.01
201701,부산,03000015,S51601,N,일상용품,위생용품,9,11,241700
201701,부산,03000015,S51601,N,일상용품,애완용품,2,3,477000
201701,부산,03000015,S51601,N,가정용품,기타가정용품,10,10,400000
201701,부산,03000015,S51601,N,문화용품,완구,1,1,450000
201701,부산,03000015,S51601,N,의류/패션잡화,패션잡화,1,1,560000
201701,부산,03000015,S51601,Y,스포츠용품,조미료,184,289,1037610
201701,부산,03000015,S51601,Y,스포츠용품,유제품,1,3,148479.92
201701,부산,03000015,S51601,Y,스포츠용품,축산가공식품,2,2,199119.72
201701,부산,03000015,S51601,Y,스포츠용품,대용식기타,138,171,1483800
201701,부산,03000015,S51601,Y,스포츠용품,통조림/병,82,89,177450
201701,부산,03000015,S51601,Y,스포츠용품,냉동식품,20,20,273900
201701,부산,03000015,S51601,Y,스포츠용품,어육/연식품류,1,2,72819.95
201701,부산,03000015,S51601,Y,스포츠용품,즉석/편의식품,109,115,3049073.53
201701,부산,03000015,S51601,Y,스포츠용품,과자류,19,19,66000
201701,부산,03000015,S51601,Y,스포츠용품,음료류,2,5,258450.19
201701,부산,03000015,S51601,Y,스포츠용품,대용식(빵),12,46,1141950.2
201701,부산,03000015,S51601,Y,스포츠용품,기타가공식품,207,209,1626383.2
201701,부산,03000015,S51601,Y,신선식품,농산물,23,34,1692839.99
201701,부산,03000015,S51601,Y,신선식품,축산물,42,42,600000
201701,부산,03000015,S51601,Y,신선식품,기타신선식품,39,40,156720.01
201701,부산,03000014,S58201,Y,스포츠용품,기타가공식품,282,381,5685652.19
201701,부산,03000014,S58201,N,의약품/의료용품,의약품,10,10,80000
201701,부산,03000014,S58201,N,문화용품,문구/사무용품,8,8,28000
201701,부산,03000014,S58201,Y,스포츠용품,절임/발효식품,35,35,671015.88
201701,부산,03000014,S58201,Y,스포츠용품,즉석/편의식품,16,16,92700
201701,부산,03000014,S58201,Y,스포츠용품,유아식품,1,1,15000
201701,부산,03000014,S58201,Y,스포츠용품,건강식품,88,89,632500
201701,부산,03000014,S58201,Y,스포츠용품,과자류,121,172,1815388.52
201701,부산,03000014,S58201,Y,스포츠용품,대용식(빵),117,119,700200.3
201701,부산,03000014,S58201,Y,신선식품,농산물,3,3,135000
201701,부산,03000014,S58201,N,일상용품,위생용품,8,9,46726.4
201701,부산,03000014,S58201,N,일상용품,기타일상용품,5,5,36000
201701,부산,03000014,S58201,N,가정용품,주방용품,6,6,102501.56
201701,부산,03000014,S58201,N,가정용품,생활용품,81,81,537588.72
201701,부산,03000011,S59201,N,일상용품,위생용품,1,1,9030000
201701,부산,03000011,S59201,Y,신선식품,농산물,1,1,10864000
201701,부산,03000011,S59201,Y,스포츠용품,기타가공식품,1,34,36697159.58
201701,부산,03000011,S59201,Y,스포츠용품,대용식(빵),1,4,760286.52
201701,부산,03000011,S59201,Y,스포츠용품,음료류,1,7,48357850.44
201701,부산,03000011,S59201,Y,스포츠용품,과자류,1,1,44153589.62
201701,부산,03000011,S59201,Y,스포츠용품,절임/발효식품,1,1,70000004.79
201701,부산,03000011,S59201,Y,스포츠용품,통조림/병,1,1,388500.48
201701,부산,03000011,S59201,N,일상용품,기타일상용품,1,35,103765704.28
201702,부산,03000001,S02601,Y,스포츠용품,조미료,14,684,9906415.05
201702,부산,03000001,S02601,Y,스포츠용품,유제품,8,72,4215600.09
201702,부산,03000001,S02601,Y,스포츠용품,축산가공식품,1,1,34650
201702,부산,03000001,S02601,Y,스포츠용품,수산가공식품,9,36,696572
201702,부산,03000001,S02601,Y,스포츠용품,대용식기타,14,384,4870187.8
201702,부산,03000001,S02601,Y,스포츠용품,통조림/병,13,45,545195
201702,부산,03000001,S02601,Y,스포츠용품,냉동식품,11,68,1296913
201702,부산,03000001,S02601,Y,스포츠용품,절임/발효식품,4,5,24680
201702,부산,03000001,S02601,Y,스포츠용품,분말류,14,307,4335281.2
201702,부산,03000001,S02601,Y,스포츠용품,즉석/편의식품,14,466,5867722.21
201702,부산,03000001,S02601,Y,스포츠용품,과자류,10,52,2771588.07
201702,부산,03000001,S02601,Y,스포츠용품,음료류,15,34,1007769.84
201702,부산,03000001,S02601,Y,스포츠용품,농산물가공식품,4,4,165600
201702,부산,03000001,S02601,Y,스포츠용품,기타가공식품,12,36,6114681.92
201702,부산,03000001,S02601,Y,신선식품,농산물,7,9,416414.65
201702,부산,03000001,S02601,Y,신선식품,축산물,8,8,61350
201702,부산,03000001,S02601,Y,신선식품,기타신선식품,7,13,2660493.54
201702,부산,03000002,S02701,Y,스포츠용품,기타가공식품,6,8,5852000.1
201702,부산,03000002,S02701,Y,스포츠용품,대용식(빵),18,23,8905595.15
201702,부산,03000003,S02801,Y,스포츠용품,대용식(빵),313,1192,12508840.66
201702,부산,03000004,S02901,Y,스포츠용품,건강식품,23,23,7634620
201702,부산,03000004,S02901,Y,스포츠용품,즉석/편의식품,4,4,400000
201702,부산,03000004,S02901,Y,신선식품,농산물,88,88,1050000
201702,부산,03000004,S02901,Y,스포츠용품,대용식(빵),1275,2726,4365463.98
201702,부산,03000004,S02901,Y,스포츠용품,가공식품세트류,4,4,94840
201702,부산,03000005,S03001,Y,스포츠용품,대용식(빵),15,19,38849389.12
201702,부산,03000005,S03001,N,가정용품,주방용품,1,1,60000
201702,부산,03000005,S03001,N,일상용품,위생용품,1,2,224000
201702,부산,03000005,S03001,N,가정용품,청소/욕실용품,1,1,17500
201702,부산,03000006,S03101,Y,스포츠용품,음료류,21,34,2801360.8
201702,부산,03000006,S03101,Y,신선식품,기타신선식품,4,4,218585.15
201702,부산,03000006,S03101,Y,스포츠용품,대용식(빵),32,326,7564928.69
201702,부산,03000006,S03101,Y,스포츠용품,즉석/편의식품,18,40,356199.71
201702,부산,03000007,S03201,Y,스포츠용품,기타가공식품,21,23,2825247.66
201702,부산,03000007,S03201,Y,스포츠용품,건강식품,13,13,7658330
201702,부산,03000007,S03201,Y,스포츠용품,음료류,23,23,796320
201702,부산,03000007,S03201,Y,스포츠용품,가공식품세트류,7,7,2489550
201702,부산,03000007,S03201,Y,스포츠용품,대용식(빵),81,187,12317243.64
201702,부산,03000008,S03301,Y,스포츠용품,유제품,1,1,110000
201702,부산,03000008,S03301,Y,스포츠용품,통조림/병,1,1,38711370.82
201702,부산,03000008,S03301,Y,스포츠용품,조미료,3,3,494383.88
201702,부산,03000008,S03301,Y,신선식품,기타신선식품,2,2,197055.7
201702,부산,03000008,S03301,Y,신선식품,농산물,165,384,1227853.09
201702,부산,03000008,S03301,Y,스포츠용품,기타가공식품,7,7,306607.81
201702,부산,03000008,S03301,Y,스포츠용품,대용식(빵),281,3065,18674123.56
201702,부산,03000008,S03301,Y,스포츠용품,냉동식품,1,2,160681.02
201702,부산,03000009,S03401,Y,스포츠용품,대용식(빵),96,947,27087409.33
201702,부산,03000009,S03401,Y,신선식품,농산물,16,16,5407464.99
201702,부산,03000010,S03501,Y,스포츠용품,수산가공식품,3,3,910000
201702,부산,03000010,S03501,Y,신선식품,농산물,15,20,2553800.56
201702,부산,03000010,S03501,Y,스포츠용품,대용식(빵),31,166,11016938.76
201702,부산,03000010,S03501,Y,스포츠용품,즉석/편의식품,27,30,8225000
201702,부산,03000011,S03601,Y,신선식품,기타신선식품,8,13,480887.33
201702,부산,03000011,S03601,Y,신선식품,농산물,13,13,1210000
201702,부산,03000011,S03601,Y,스포츠용품,기타가공식품,25,31,9293114.26
201702,부산,03000011,S03601,Y,스포츠용품,음료류,24,29,1683960
201702,부산,03000011,S03601,Y,스포츠용품,조미료,20,20,7320000.38
201702,부산,03000011,S03601,Y,스포츠용품,가공식품세트류,35,49,809884.24
201702,부산,03000011,S03601,Y,스포츠용품,대용식(빵),37,233,8356071.4
201702,부산,03000012,S03701,Y,스포츠용품,농산물가공식품,1,1,25000
201702,부산,03000012,S03701,Y,스포츠용품,즉석/편의식품,143,257,1973200
201702,부산,03000012,S03701,Y,스포츠용품,분말류,82,162,996600
201702,부산,03000012,S03701,Y,스포츠용품,어육/연식품류,38,38,2835000
201702,부산,03000012,S03701,Y,스포츠용품,냉동식품,11,38,305000
201702,부산,03000012,S03701,Y,스포츠용품,통조림/병,48,56,402500
201702,부산,03000012,S03701,Y,스포츠용품,대용식기타,59,125,584100
201702,부산,03000012,S03701,Y,스포츠용품,수산가공식품,18,25,71500
201702,부산,03000012,S03701,Y,스포츠용품,축산가공식품,17,17,1764000
201702,부산,03000012,S03701,Y,스포츠용품,조미료,114,355,2536400
201702,부산,03000012,S03701,Y,스포츠용품,기타가공식품,1,1,16000
201702,부산,03000012,S03701,Y,신선식품,농산물,31,33,2055000.2
201702,부산,03000012,S03701,Y,신선식품,기타신선식품,16,16,88000
201702,부산,03000012,S03701,Y,스포츠용품,음료류,73,73,600000
201702,부산,03000012,S03701,Y,스포츠용품,과자류,1,1,68000
201702,부산,03000012,S03701,Y,스포츠용품,대용식(빵),240,2173,9365012.25
201702,부산,03000013,S03801,Y,스포츠용품,음료류,22,22,211708.8
201702,부산,03000013,S03801,Y,스포츠용품,대용식(빵),7,16,15770568.15
201702,부산,03000013,S03801,Y,스포츠용품,과자류,28,116,34048354.23
201702,부산,03000014,S03901,Y,스포츠용품,음료류,7,7,211708.8
201702,부산,03000014,S03901,Y,신선식품,농산물,9,10,390649.94
201702,부산,03000014,S03901,Y,스포츠용품,과자류,1,1,480000
