기준년월,유통기한사용여부,유해상품차단여부,식품여부,기부물품대분류코드,기부물품중분류코드,기부물품수량,장부금액
201802,Y,N,Y,신선식품,수산물,0,0
201802,Y,N,Y,스포츠용품,급식류,141,1257500.15
201802,Y,N,Y,스포츠용품,유가공품,0,0
201803,N,N,Y,스포츠용품,분말류,0,0
201803,N,N,Y,스포츠용품,가공식품세트류,0,0
201803,N,N,Y,스포츠용품,대용식(빵),0,0
201803,N,N,Y,스포츠용품,기타가공식품,41377,77612327.64
201803,N,N,Y,신선식품,농산물,456,2243879.64
201803,N,Y,Y,신선식품,농산물,0,0
201803,N,N,Y,신선식품,축산물,0,0
201803,N,Y,Y,신선식품,축산물,0,0
201803,N,N,Y,신선식품,수산물,49,83300
201803,N,N,Y,신선식품,축산물(냉동),0,0
201803,N,N,Y,신선식품,신선식품세트류,0,0
201803,N,N,Y,신선식품,기타신선식품,2240,2053800
201803,N,N,N,일상용품,위생용품,436,297769.42
201803,N,N,N,일상용품,일용잡화,419,3348292.85
201803,N,N,N,일상용품,화장품,97593,114492203.88
201803,N,N,N,일상용품,DIY용품,30,999999.9
201803,N,N,N,일상용품,기타일상용품,39911,37554072.77
201803,N,N,N,가정용품,주방용품,838,2736360
201803,N,N,N,가정용품,청소/욕실용품,59,145200
201803,N,N,N,가정용품,세탁용품,1702,2114862
201803,N,N,N,가정용품,생활용품,13248,6112506
201803,N,N,N,가정용품,침실용품,0,0
201803,N,N,N,가정용품,기타가정용품,608,924160
201803,N,N,N,의약품/의료용품,의약품,0,0
201803,N,N,N,의약품/의료용품,의료용품,0,0
201803,N,N,N,문화용품,문구/사무용품,0,0
201803,N,N,N,문화용품,완구,0,0
201803,N,N,N,문화용품,악기,0,0
201803,N,N,N,문화용품,기타 문화용품,0,0
201803,N,N,N,내구소비재,가전,150,750000
201803,N,N,N,내구소비재,가구,240,10081296
201803,N,N,N,내구소비재,자동차용품,4,52000
201803,N,N,N,내구소비재,기타 내구소비재,0,0
201803,N,N,N,의류/패션잡화,의류,1610,17388870.41
201803,N,N,N,의류/패션잡화,패션잡화,486,1458000
201803,N,N,N,의류/패션잡화,신발,0,0
201803,N,N,N,의류/패션잡화,언더웨어/양말,49,392000
201803,N,N,N,의류/패션잡화,의류잡화세트,97,2716000
201803,N,N,N,의류/패션잡화,기타의류/잡화,287,551120
201803,N,N,N,,레저스포츠용품,0,0
201803,N,N,N,기타상품,기타,0,0
201803,N,N,Y,스포츠용품,유제품,0,0
201803,N,N,Y,스포츠용품,축산가공식품,345,23860000
201803,N,Y,Y,스포츠용품,축산가공식품,0,0
201803,N,N,Y,스포츠용품,수산가공식품,0,0
201803,N,N,Y,스포츠용품,대용식기타,0,0
201803,N,N,Y,스포츠용품,통조림/병,0,0
201803,N,N,Y,스포츠용품,냉동식품,40,95333.2
201803,N,N,Y,스포츠용품,절임/발효식품,0,0
201803,N,N,Y,스포츠용품,어육/연식품류,600,1056000
201803,N,N,Y,스포츠용품,조미료,54,302800
201803,N,N,Y,스포츠용품,즉석/편의식품,85,243936
201803,N,Y,Y,스포츠용품,즉석/편의식품,0,0
201803,N,N,Y,스포츠용품,유아식품,0,0
201803,N,N,Y,스포츠용품,건강식품,0,0
201803,N,N,Y,스포츠용품,과자류,5643,11851767.18
201803,N,N,Y,스포츠용품,음료류,12774,8158464.85
201803,N,N,Y,스포츠용품,농산물가공식품,0,0
201803,N,N,Y,스포츠용품,급식류,0,0
201803,N,N,Y,스포츠용품,도시락류,0,0
201803,Y,N,Y,스포츠용품,조미료,340,1278404.8
201803,Y,Y,Y,스포츠용품,조미료,0,0
201803,Y,N,Y,스포츠용품,유가공품,0,0
201803,Y,N,Y,스포츠용품,유제품,0,0
201803,Y,N,Y,신선식품,축산물(냉동),0,0
201803,Y,N,Y,스포츠용품,도시락류,0,0
201803,Y,N,Y,스포츠용품,축산가공식품,100,1800000
201803,Y,Y,Y,스포츠용품,축산가공식품,0,0
201803,Y,N,Y,신선식품,수산물(냉동),0,0
201803,Y,N,Y,스포츠용품,수산가공식품,0,0
201803,Y,Y,Y,스포츠용품,수산가공식품,0,0
201803,Y,N,Y,스포츠용품,가공식품세트류,1,23300
201803,Y,N,Y,스포츠용품,대용식기타,55,89377
201803,Y,Y,Y,스포츠용품,대용식기타,0,0
201803,Y,N,N,일상용품,화장품,14761,18506440.24
201803,Y,N,Y,스포츠용품,통조림/병,140,272575.46
201803,Y,Y,Y,스포츠용품,통조림/병,0,0
201803,Y,N,Y,스포츠용품,대용식(빵),16480,21387284.47
201803,Y,N,Y,스포츠용품,냉동식품,310,14515141.14
201803,Y,N,Y,신선식품,신선식품세트류,0,0
201803,Y,N,Y,스포츠용품,절임/발효식품,45,450000
201803,Y,N,Y,스포츠용품,기타가공식품,127,979835.08
201803,Y,N,Y,스포츠용품,어육/연식품류,0,0
201803,Y,N,N,기타상품,기타,0,0
201803,Y,N,Y,스포츠용품,분말류,52,118754
201803,Y,N,Y,신선식품,기타신선식품,0,0
201803,Y,N,Y,신선식품,농산물,267,4337498.2
201803,Y,N,Y,스포츠용품,즉석/편의식품,614,742719.52
201803,Y,N,N,일상용품,애완용품,0,0
201803,Y,N,Y,스포츠용품,유아식품,0,0
201803,Y,N,N,일상용품,위생용품,654,1145572.34
201803,Y,N,Y,스포츠용품,건강식품,0,0
201803,Y,N,Y,신선식품,축산물,210,5519414.4
201803,Y,N,Y,스포츠용품,과자류,0,0
201803,Y,N,N,가정용품,가정용품세트류,0,0
201803,Y,N,Y,스포츠용품,음료류,3408,1260443.02
201803,Y,N,Y,신선식품,수산물,0,0
201803,Y,N,Y,스포츠용품,농산물가공식품,11,39996
201803,Y,N,N,의약품/의료용품,의약품,120,73200
201803,Y,N,Y,스포츠용품,급식류,518,3742500
201804,N,N,Y,신선식품,축산물(냉동),0,0
201804,N,N,Y,스포츠용품,조미료,177,4011000
201804,N,N,Y,스포츠용품,유아식품,0,0
201804,N,N,Y,스포츠용품,통조림/병,250,750000
201804,N,N,Y,신선식품,기타신선식품,0,0
201804,N,N,Y,스포츠용품,건강식품,0,0
201804,N,N,N,일상용품,위생용품,978,3559000.08
201804,N,N,Y,스포츠용품,수산가공식품,0,0
201804,N,N,N,일상용품,일용잡화,21,50455
201804,N,N,N,일상용품,화장품,832,3621787.52
201804,N,N,Y,스포츠용품,과자류,40328,37547252.26
201804,N,N,N,일상용품,DIY용품,0,0
201804,N,N,Y,스포츠용품,냉동식품,88,68475
201804,N,N,N,일상용품,기타일상용품,87136,193257491.06
201804,N,N,N,가정용품,주방용품,635,4525880.18
201804,N,N,N,가정용품,청소/욕실용품,124,244000
201804,N,N,N,가정용품,세탁용품,0,0
201804,N,N,N,가정용품,생활용품,4878,14476680.36
201804,N,N,N,가정용품,침실용품,0,0
201804,N,N,N,가정용품,실내인테리어용품,12,504000
201804,N,N,N,가정용품,기타가정용품,0,0
201804,N,N,N,의약품/의료용품,의약품,0,0
201804,N,N,Y,스포츠용품,음료류,1757,2040368.3
201804,N,N,N,의약품/의료용품,의료용품,0,0
201804,N,N,N,문화용품,문구/사무용품,167,484000
201804,N,N,N,문화용품,서적,24,57000
201804,N,N,N,문화용품,악기,0,0
201804,N,N,N,문화용품,기타 문화용품,19,608000
201804,N,N,N,내구소비재,가전,10,1110000
201804,N,N,N,내구소비재,기타 내구소비재,0,0
201804,N,N,N,의류/패션잡화,의류,361,18414385.9
201804,N,N,N,의류/패션잡화,패션잡화,512,2890001.4
201804,N,N,N,의류/패션잡화,신발,1110,33300000
201804,N,N,N,의류/패션잡화,언더웨어/양말,0,0
201804,N,N,N,의류/패션잡화,기타의류/잡화,9,90000
201804,N,N,N,,레저스포츠용품,0,0
201804,N,N,N,기타상품,기타,0,0
201804,N,N,Y,스포츠용품,축산가공식품,493,1400500.25
201804,N,N,Y,스포츠용품,농산물가공식품,0,0
201804,N,N,Y,스포츠용품,절임/발효식품,0,0
201804,N,N,Y,스포츠용품,급식류,0,0
201804,N,Y,Y,스포츠용품,절임/발효식품,0,0
201804,N,Y,Y,스포츠용품,축산가공식품,0,0
201804,N,N,Y,스포츠용품,도시락류,0,0
201804,N,N,Y,스포츠용품,어육/연식품류,581,270000
201804,N,N,Y,스포츠용품,가공식품세트류,0,0
201804,N,N,Y,스포츠용품,대용식기타,35,28000
201804,N,N,Y,스포츠용품,대용식(빵),0,0
201804,N,N,Y,스포츠용품,분말류,0,0
201804,N,N,Y,스포츠용품,기타가공식품,22778,29337423.27
201804,N,N,Y,스포츠용품,유제품,69,34797.39
201804,N,N,Y,신선식품,농산물,558,2551286.29
201804,N,Y,Y,신선식품,농산물,0,0
201804,N,N,Y,스포츠용품,즉석/편의식품,722,1962729.05
201804,N,N,Y,신선식품,축산물,77,231000
201804,N,Y,Y,신선식품,축산물,0,0
201804,N,Y,Y,스포츠용품,즉석/편의식품,0,0
201804,N,N,Y,신선식품,수산물,0,0
201804,N,Y,Y,스포츠용품,조미료,0,0
201804,Y,N,Y,신선식품,축산물(냉동),0,0
201804,Y,N,Y,스포츠용품,조미료,23594,15887405.38
201804,Y,Y,Y,스포츠용품,조미료,0,0
201804,Y,N,Y,스포츠용품,유제품,0,0
201804,Y,N,Y,스포츠용품,축산가공식품,1496,692924.76
201804,Y,Y,Y,스포츠용품,축산가공식품,0,0
201804,Y,N,Y,스포츠용품,수산가공식품,300,2400000
201804,Y,Y,Y,스포츠용품,수산가공식품,0,0
201804,Y,N,Y,스포츠용품,대용식기타,1111,734610
201804,Y,Y,Y,스포츠용품,대용식기타,0,0
201804,Y,N,Y,스포츠용품,통조림/병,170,365920
201804,Y,N,Y,스포츠용품,냉동식품,120,5773533.6
201804,Y,N,Y,스포츠용품,절임/발효식품,0,0
201804,Y,N,Y,스포츠용품,어육/연식품류,0,0
201804,Y,N,Y,스포츠용품,분말류,0,0
201804,Y,N,Y,스포츠용품,즉석/편의식품,572,2613580
201804,Y,N,Y,스포츠용품,유아식품,0,0
201804,Y,N,Y,스포츠용품,건강식품,0,0
201804,Y,N,Y,스포츠용품,과자류,8085,8177560.9
201804,Y,N,Y,스포츠용품,음료류,2549,646078.7
201804,Y,N,Y,스포츠용품,농산물가공식품,73,576700
201804,Y,N,Y,스포츠용품,급식류,0,0
201804,Y,N,Y,스포츠용품,유가공품,0,0
201804,Y,N,Y,스포츠용품,도시락류,0,0
201804,Y,N,Y,스포츠용품,가공식품세트류,0,0
201804,Y,N,Y,스포츠용품,대용식(빵),14476,19203336.72
201804,Y,N,Y,스포츠용품,기타가공식품,4051,11514788.69
201804,Y,N,Y,신선식품,농산물,1863,5076088.32
201804,Y,N,Y,신선식품,축산물,0,0
201804,Y,N,Y,신선식품,수산물,0,0
201804,Y,N,Y,신선식품,수산물(냉동),0,0
201804,Y,N,Y,신선식품,신선식품세트류,0,0
201804,Y,N,Y,신선식품,기타신선식품,0,0
201804,Y,N,N,일상용품,위생용품,806,875493.68
201804,Y,N,N,일상용품,화장품,5009,50914557.75
201804,Y,N,N,일상용품,애완용품,0,0
201804,Y,N,N,의약품/의료용품,의약품,0,0
201805,N,N,N,일상용품,기타일상용품,10794,9957995.48
201805,N,N,Y,스포츠용품,도시락류,0,0
201805,N,N,Y,스포츠용품,가공식품세트류,0,0
201805,N,N,Y,스포츠용품,대용식(빵),0,0
201805,N,N,Y,스포츠용품,기타가공식품,17423,23808995.21
201805,N,N,Y,신선식품,농산물,739,2784959.29
201805,N,Y,Y,신선식품,농산물,0,0
201805,N,N,Y,신선식품,축산물,10932,9315003
201805,N,Y,Y,신선식품,축산물,0,0
201805,N,N,Y,신선식품,수산물,0,0
201805,N,N,Y,신선식품,축산물(냉동),0,0
201805,N,N,Y,신선식품,수산물(냉동),0,0
201805,N,N,Y,신선식품,기타신선식품,1200,376800
201805,N,N,N,일상용품,위생용품,2465,8263559.25
201805,N,N,N,일상용품,일용잡화,18687,24626580.2
201805,N,N,N,일상용품,화장품,3184,8744833.5
201805,N,N,N,일상용품,DIY용품,0,0
201805,N,N,Y,스포츠용품,조미료,677,3166150
201805,N,N,N,가정용품,주방용품,475,2533769.64
201805,N,N,N,가정용품,청소/욕실용품,128,449260
201805,N,N,N,가정용품,세탁용품,26,91837.5
201805,N,N,N,가정용품,생활용품,619,2088959.49
201805,N,N,N,가정용품,침실용품,0,0
201805,N,N,N,가정용품,가정용품세트류,223,2108364.65
201805,N,N,N,가정용품,기타가정용품,1465,2197500
201805,N,N,N,의약품/의료용품,의약품,0,0
201805,N,N,N,의약품/의료용품,의료용품,51,127500
201805,N,N,N,문화용품,문구/사무용품,9,9000
201805,N,N,N,문화용품,완구,500,1000000
201805,N,N,N,문화용품,기타 문화용품,0,0
201805,N,N,N,내구소비재,가전,2308,11540000
201805,N,N,N,내구소비재,자동차용품,0,0
201805,N,N,N,내구소비재,기타 내구소비재,0,0
201805,N,N,N,의류/패션잡화,의류,805,5869000
201805,N,N,N,의류/패션잡화,패션잡화,0,0
201805,N,N,N,의류/패션잡화,신발,20,1081769.2
201805,N,N,N,의류/패션잡화,언더웨어/양말,3,14400
201805,N,N,N,의류/패션잡화,기타의류/잡화,0,0
201805,N,N,N,,레저스포츠용품,0,0
201805,N,N,N,기타상품,기타,0,0
201805,N,N,Y,스포츠용품,유제품,6432,3819128.64
201805,N,N,Y,스포츠용품,축산가공식품,111,4652000
201805,N,Y,Y,스포츠용품,축산가공식품,0,0
201805,N,N,Y,스포츠용품,수산가공식품,95,209650
201805,N,N,Y,스포츠용품,대용식기타,712,474150.77
201805,N,N,Y,스포츠용품,통조림/병,119,238000
201805,N,N,Y,스포츠용품,냉동식품,20,2400000
201805,N,N,Y,스포츠용품,절임/발효식품,107,260000
201805,N,N,Y,스포츠용품,어육/연식품류,300,270000
201805,N,N,Y,스포츠용품,분말류,0,0
201805,N,N,Y,스포츠용품,즉석/편의식품,2873,4843292.25
201805,N,Y,Y,스포츠용품,즉석/편의식품,0,0
201805,N,N,Y,스포츠용품,유아식품,0,0
201805,N,N,Y,스포츠용품,건강식품,872,15260000
201805,N,N,Y,스포츠용품,과자류,79263,92808042.75
201805,N,N,Y,스포츠용품,음료류,7274,7091352.89
201805,N,N,Y,스포츠용품,농산물가공식품,0,0
201805,N,N,Y,스포츠용품,급식류,0,0
201805,Y,N,Y,스포츠용품,조미료,1012,4623364
201805,Y,Y,Y,스포츠용품,조미료,0,0
201805,Y,N,Y,스포츠용품,급식류,0,0
201805,Y,N,Y,스포츠용품,유제품,0,0
201805,Y,N,Y,스포츠용품,유가공품,0,0
201805,Y,N,N,일상용품,애완용품,10,300000
201805,Y,N,Y,스포츠용품,축산가공식품,340,2925000
201805,Y,Y,Y,스포츠용품,축산가공식품,0,0
201805,Y,N,Y,스포츠용품,도시락류,0,0
201805,Y,N,Y,스포츠용품,수산가공식품,99,168300
201805,Y,Y,Y,스포츠용품,수산가공식품,0,0
201805,Y,N,Y,신선식품,축산물(냉동),0,0
201805,Y,N,Y,스포츠용품,대용식기타,324,448800
201805,Y,N,Y,스포츠용품,가공식품세트류,0,0
201805,Y,N,Y,스포츠용품,통조림/병,255,861980
201805,Y,Y,Y,스포츠용품,통조림/병,0,0
201805,Y,N,N,기타상품,기타,0,0
201805,Y,N,Y,스포츠용품,냉동식품,222,4775898.69
201805,Y,N,Y,스포츠용품,대용식(빵),15674,23290925.74
201805,Y,N,Y,스포츠용품,절임/발효식품,0,0
201805,Y,N,Y,신선식품,수산물(냉동),0,0
201805,Y,N,Y,스포츠용품,어육/연식품류,0,0
201805,Y,N,Y,스포츠용품,기타가공식품,237,15326010.5
201805,Y,N,Y,스포츠용품,분말류,27,65656
201805,Y,N,Y,신선식품,신선식품세트류,0,0
201805,Y,N,N,일상용품,화장품,10730,31444858.78
201805,Y,N,Y,스포츠용품,즉석/편의식품,308,4107517.3
201805,Y,N,Y,신선식품,농산물,247,3456299.62
201805,Y,N,Y,스포츠용품,유아식품,0,0
201805,Y,N,Y,신선식품,기타신선식품,18,720000
201805,Y,N,Y,스포츠용품,건강식품,21,6290000
201805,Y,N,N,의약품/의료용품,의약품,1750,9968000
201805,Y,N,Y,스포츠용품,과자류,0,0
201805,Y,N,Y,신선식품,축산물,1385,4155000
201805,Y,N,Y,스포츠용품,음료류,10332,11530183.28
201805,Y,Y,Y,스포츠용품,음료류,0,0
201805,Y,N,N,일상용품,위생용품,5070,8050200
201805,Y,N,Y,스포츠용품,농산물가공식품,1,8700
201805,Y,N,Y,신선식품,수산물,0,0
201806,N,N,N,기타상품,기타,235,23500000
201806,N,N,Y,스포츠용품,음료류,12710,6812554.6
201806,N,N,Y,스포츠용품,농산물가공식품,0,0
201806,N,N,Y,스포츠용품,급식류,0,0
201806,N,N,Y,스포츠용품,도시락류,0,0
201806,N,N,Y,스포츠용품,가공식품세트류,0,0
201806,N,N,Y,스포츠용품,대용식(빵),0,0
201806,N,N,Y,스포츠용품,기타가공식품,39857,51311194.72
201806,N,N,Y,신선식품,농산물,1739,4805455.61
201806,N,Y,Y,신선식품,농산물,0,0
201806,N,N,Y,신선식품,축산물,273,2256000.02
201806,N,Y,Y,신선식품,축산물,0,0
201806,N,N,Y,신선식품,수산물,0,0
201806,N,N,Y,신선식품,축산물(냉동),200,400000
201806,N,N,Y,신선식품,기타신선식품,1182,3336297.38
201806,N,N,N,일상용품,위생용품,754,5285799.66
201806,N,N,N,일상용품,일용잡화,788,2809066.4
201806,N,N,N,일상용품,화장품,363,712866.66
201806,N,N,N,일상용품,기타일상용품,858,2179000
201806,N,N,N,가정용품,주방용품,305,1837999.87
201806,N,N,N,가정용품,청소/욕실용품,3092,4859600
201806,N,N,N,가정용품,세탁용품,54,132100
201806,N,N,N,가정용품,생활용품,44096,74455545.09
201806,N,N,N,가정용품,침실용품,0,0
201806,N,N,N,가정용품,실내인테리어용품,0,0
201806,N,N,N,가정용품,가정용품세트류,0,0
201806,N,N,N,가정용품,기타가정용품,368,1995832.64
201806,N,N,N,의약품/의료용품,의약품,0,0
201806,N,N,N,의약품/의료용품,의료용품,0,0
201806,N,N,N,문화용품,문구/사무용품,0,0
201806,N,N,N,문화용품,완구,0,0
201806,N,N,N,문화용품,기타 문화용품,0,0
201806,N,N,N,내구소비재,가전,43,548250
201806,N,N,N,내구소비재,기타 내구소비재,0,0
201806,N,N,N,의류/패션잡화,의류,659,12168999.99
201806,N,N,N,의류/패션잡화,패션잡화,0,0
201806,N,N,N,의류/패션잡화,신발,0,0
201806,N,N,N,의류/패션잡화,언더웨어/양말,0,0
201806,N,N,N,의류/패션잡화,기타의류/잡화,0,0
201806,N,N,Y,스포츠용품,조미료,811,7627575
201806,N,N,Y,스포츠용품,유제품,3814,2379745.3
201806,N,N,Y,스포츠용품,축산가공식품,3,172422.22
201806,N,N,Y,스포츠용품,수산가공식품,120,268000
201806,N,N,Y,스포츠용품,대용식기타,1269,770100
201806,N,N,Y,스포츠용품,통조림/병,99,208200
201806,N,N,Y,스포츠용품,냉동식품,97,657500.32
201806,N,N,Y,스포츠용품,절임/발효식품,0,0
201806,N,N,Y,스포츠용품,어육/연식품류,539,270000
201806,N,N,Y,스포츠용품,분말류,0,0
201806,N,N,Y,스포츠용품,즉석/편의식품,24417,157323209.37
201806,N,Y,Y,스포츠용품,즉석/편의식품,0,0
201806,N,N,Y,스포츠용품,유아식품,0,0
201806,N,N,Y,스포츠용품,건강식품,0,0
201806,N,N,Y,스포츠용품,과자류,19161,45557576.82
201806,Y,N,Y,스포츠용품,조미료,929,2451792.55
201806,Y,Y,Y,스포츠용품,조미료,0,0
201806,Y,N,Y,스포츠용품,급식류,0,0
201806,Y,N,Y,스포츠용품,유제품,118,1551700
201806,Y,N,Y,스포츠용품,유가공품,0,0
201806,Y,N,Y,스포츠용품,축산가공식품,200,1840000
201806,Y,N,Y,신선식품,수산물,0,0
201806,Y,N,Y,스포츠용품,수산가공식품,111,274800
201806,Y,Y,Y,스포츠용품,수산가공식품,0,0
201806,Y,N,Y,스포츠용품,도시락류,0,0
201806,Y,N,Y,스포츠용품,대용식기타,2710,2915797.92
201806,Y,Y,Y,스포츠용품,대용식기타,0,0
201806,Y,N,N,일상용품,애완용품,0,0
201806,Y,N,Y,스포츠용품,통조림/병,242,498940
201806,Y,Y,Y,스포츠용품,통조림/병,0,0
201806,Y,N,Y,스포츠용품,가공식품세트류,0,0
201806,Y,N,Y,스포츠용품,냉동식품,799,53576770.17
201806,Y,N,Y,신선식품,축산물(냉동),0,0
201806,Y,N,Y,스포츠용품,절임/발효식품,0,0
201806,Y,Y,Y,스포츠용품,절임/발효식품,0,0
201806,Y,N,Y,스포츠용품,대용식(빵),18184,23378879.79
201806,Y,N,Y,스포츠용품,어육/연식품류,0,0
201806,Y,N,Y,신선식품,수산물(냉동),0,0
201806,Y,N,Y,스포츠용품,분말류,56,216741.08
201806,Y,N,Y,스포츠용품,기타가공식품,832,1733634
201806,Y,N,Y,신선식품,신선식품세트류,0,0
201806,Y,N,Y,스포츠용품,즉석/편의식품,622,6439400
201806,Y,Y,Y,스포츠용품,즉석/편의식품,0,0
201806,Y,N,N,의약품/의료용품,의약품,0,0
201806,Y,N,Y,스포츠용품,유아식품,0,0
201806,Y,N,Y,신선식품,농산물,58,215904.14
201806,Y,N,Y,스포츠용품,건강식품,612,7510329.36
201806,Y,N,Y,신선식품,기타신선식품,0,0
201806,Y,N,Y,스포츠용품,과자류,32130,49335042.9
201806,Y,N,N,일상용품,화장품,0,0
201806,Y,N,Y,스포츠용품,음료류,14837,20418602.76
201806,Y,N,Y,신선식품,축산물,65,681200
201806,Y,N,Y,스포츠용품,농산물가공식품,0,0
201806,Y,N,N,일상용품,위생용품,826,1518201.48
201807,N,N,N,가정용품,생활용품,6415,22926605.18
201807,N,N,Y,스포츠용품,대용식(빵),0,0
201807,N,N,Y,스포츠용품,기타가공식품,43568,50691833.8
201807,N,N,Y,신선식품,농산물,416,1088029.95
201807,N,Y,Y,신선식품,농산물,0,0
201807,N,N,Y,신선식품,축산물,5201,5975000
201807,N,Y,Y,신선식품,축산물,0,0
201807,N,N,Y,신선식품,수산물,0,0
201807,N,N,Y,신선식품,축산물(냉동),0,0
201807,N,N,Y,신선식품,수산물(냉동),0,0
201807,N,N,Y,신선식품,기타신선식품,3159,4851528.21
201807,N,N,N,일상용품,위생용품,1287,4882216.1
201807,N,N,N,일상용품,일용잡화,3408,49322814.28
201807,N,N,N,일상용품,화장품,0,0
201807,N,N,N,일상용품,DIY용품,0,0
201807,N,N,N,일상용품,기타일상용품,6488,202094941.82
201807,N,N,N,가정용품,주방용품,4342,26818451.77
201807,N,N,N,가정용품,청소/욕실용품,11,33000
201807,N,N,N,가정용품,세탁용품,266,842650
201807,N,N,Y,스포츠용품,조미료,1587,5897000
201807,N,N,N,가정용품,침실용품,0,0
201807,N,N,N,가정용품,실내인테리어용품,2050,9840000
201807,N,N,N,가정용품,가정용품세트류,36,72000
201807,N,N,N,가정용품,기타가정용품,560,65165800
201807,N,N,N,의약품/의료용품,의약품,0,0
201807,N,N,N,의약품/의료용품,의료용품,56,112000
201807,N,N,N,문화용품,문구/사무용품,0,0
201807,N,N,N,문화용품,완구,432,17280000
201807,N,N,N,문화용품,서적,0,0
201807,N,N,N,문화용품,기타 문화용품,0,0
201807,N,N,N,내구소비재,가전,26,4420000
201807,N,N,N,내구소비재,가구,0,0
201807,N,N,N,내구소비재,자동차용품,0,0
201807,N,N,N,내구소비재,기타 내구소비재,5691,1593480
201807,N,N,N,의류/패션잡화,의류,8134,201263242.05
201807,N,N,N,의류/패션잡화,패션잡화,0,0
201807,N,N,N,의류/패션잡화,신발,0,0
201807,N,N,N,의류/패션잡화,언더웨어/양말,854,898647.12
201807,N,N,N,의류/패션잡화,기타의류/잡화,2477,37232000
201807,N,N,N,,레저스포츠용품,62,738000.26
201807,N,N,N,기타상품,기타,0,0
201807,N,N,Y,스포츠용품,유제품,0,0
201807,N,N,Y,스포츠용품,축산가공식품,659,6691307.44
201807,N,Y,Y,스포츠용품,축산가공식품,0,0
201807,N,N,Y,스포츠용품,수산가공식품,0,0
201807,N,N,Y,스포츠용품,대용식기타,418,0
201807,N,N,Y,스포츠용품,통조림/병,663,1239810
201807,N,N,Y,스포츠용품,냉동식품,4542,21195302.82
201807,N,N,Y,스포츠용품,절임/발효식품,100,500000
201807,N,N,Y,스포츠용품,어육/연식품류,300,270000
201807,N,N,Y,스포츠용품,분말류,0,0
201807,N,N,Y,스포츠용품,즉석/편의식품,690,3159131.49
201807,N,Y,Y,스포츠용품,즉석/편의식품,0,0
201807,N,N,Y,스포츠용품,유아식품,0,0
201807,N,N,Y,스포츠용품,건강식품,0,0
201807,N,N,Y,스포츠용품,과자류,24476,61030081.9
201807,N,N,Y,스포츠용품,음료류,17420,6801960.53
201807,N,N,Y,스포츠용품,농산물가공식품,0,0
201807,N,N,Y,스포츠용품,급식류,0,0
201807,N,N,Y,스포츠용품,도시락류,0,0
201807,N,N,Y,스포츠용품,가공식품세트류,0,0
201807,Y,N,Y,스포츠용품,조미료,6606,14208277.04
201807,Y,Y,Y,스포츠용품,조미료,0,0
201807,Y,N,N,일상용품,화장품,3498,182087365.33
201807,Y,N,Y,스포츠용품,유제품,2,18000
201807,Y,N,Y,스포츠용품,도시락류,0,0
201807,Y,N,Y,신선식품,수산물(냉동),0,0
201807,Y,N,Y,스포츠용품,축산가공식품,920,3428274.16
201807,Y,N,Y,스포츠용품,가공식품세트류,176,1959214.4
201807,Y,N,Y,스포츠용품,수산가공식품,1044,3535822.8
201807,Y,Y,Y,스포츠용품,수산가공식품,0,0
201807,Y,N,Y,신선식품,신선식품세트류,0,0
201807,Y,N,Y,스포츠용품,대용식기타,2927,5815567.13
201807,Y,N,Y,스포츠용품,대용식(빵),18356,25182928.99
201807,Y,N,Y,스포츠용품,통조림/병,413,776533.25
201807,Y,Y,Y,스포츠용품,통조림/병,120,227400
201807,Y,N,N,문화용품,문구/사무용품,0,0
201807,Y,N,Y,스포츠용품,냉동식품,1744,131028744.38
201807,Y,N,Y,스포츠용품,기타가공식품,10166,49983413.93
201807,Y,N,Y,스포츠용품,절임/발효식품,0,0
201807,Y,N,Y,신선식품,기타신선식품,501,0
201807,Y,N,Y,스포츠용품,어육/연식품류,0,0
201807,Y,N,N,일상용품,애완용품,0,0
201807,Y,N,Y,스포츠용품,분말류,133,251270.4
201807,Y,N,Y,신선식품,농산물,802,3122634.88
201807,Y,N,N,일상용품,위생용품,2799,3211781.95
201807,Y,N,Y,스포츠용품,즉석/편의식품,106,365481.44
201807,Y,Y,Y,스포츠용품,즉석/편의식품,0,0
201807,Y,N,N,기타상품,기타,0,0
201807,Y,N,Y,스포츠용품,유아식품,479,479000
201807,Y,N,Y,신선식품,축산물,11,73333.37
201807,Y,N,Y,스포츠용품,건강식품,0,0
201807,Y,N,N,일상용품,일용잡화,0,0
201807,Y,N,Y,스포츠용품,과자류,2495,13097797.52
201807,Y,N,Y,신선식품,수산물,0,0
201807,Y,N,Y,스포츠용품,음료류,51038,313287170.41
201807,Y,N,N,의약품/의료용품,의약품,1,30000
201807,Y,N,Y,스포츠용품,농산물가공식품,982,3446400
201807,Y,N,Y,신선식품,축산물(냉동),0,0
201807,Y,N,Y,스포츠용품,급식류,5,25500
201807,Y,N,Y,스포츠용품,유가공품,0,0
201808,N,N,Y,스포츠용품,분말류,0,0
201808,N,N,Y,스포츠용품,대용식(빵),15,43500
201808,N,N,Y,스포츠용품,기타가공식품,69167,79292132.25
201808,N,N,Y,신선식품,농산물,6613,21853580
201808,N,Y,Y,신선식품,농산물,0,0
201808,N,N,Y,신선식품,축산물,607,2282500
201808,N,Y,Y,신선식품,축산물,0,0
201808,N,N,Y,신선식품,수산물,20,40000
201808,N,N,Y,신선식품,축산물(냉동),0,0
